Y:\final\IMG\center_2026_04_25_04_36_27_100.jpg, Y:\final\IMG\left_2026_04_25_04_36_27_100.jpg, Y:\final\IMG\right_2026_04_25_04_36_27_100.jpg, -0.4021275, 1, 0, 5.059913
Y:\final\IMG\center_2026_04_25_04_36_27_203.jpg, Y:\final\IMG\left_2026_04_25_04_36_27_203.jpg, Y:\final\IMG\right_2026_04_25_04_36_27_203.jpg, -0.583492, 1, 0, 6.163541
Y:\final\IMG\center_2026_04_25_04_36_27_306.jpg, Y:\final\IMG\left_2026_04_25_04_36_27_306.jpg, Y:\final\IMG\right_2026_04_25_04_36_27_306.jpg, -0.2886955, 1, 0, 7.316634
Y:\final\IMG\center_2026_04_25_04_36_27_412.jpg, Y:\final\IMG\left_2026_04_25_04_36_27_412.jpg, Y:\final\IMG\right_2026_04_25_04_36_27_412.jpg, -0.2246418, 1, 0, 8.447641
Y:\final\IMG\center_2026_04_25_04_36_27_518.jpg, Y:\final\IMG\left_2026_04_25_04_36_27_518.jpg, Y:\final\IMG\right_2026_04_25_04_36_27_518.jpg, -0.5126214, 1, 0, 9.523604
Y:\final\IMG\center_2026_04_25_04_36_27_625.jpg, Y:\final\IMG\left_2026_04_25_04_36_27_625.jpg, Y:\final\IMG\right_2026_04_25_04_36_27_625.jpg, -0.2435874, 1, 0, 10.84895
Y:\final\IMG\center_2026_04_25_04_36_27_726.jpg, Y:\final\IMG\left_2026_04_25_04_36_27_726.jpg, Y:\final\IMG\right_2026_04_25_04_36_27_726.jpg, 0, 1, 0, 12.05116
Y:\final\IMG\center_2026_04_25_04_36_27_829.jpg, Y:\final\IMG\left_2026_04_25_04_36_27_829.jpg, Y:\final\IMG\right_2026_04_25_04_36_27_829.jpg, 0, 1, 0, 12.74718
Y:\final\IMG\center_2026_04_25_04_36_27_931.jpg, Y:\final\IMG\left_2026_04_25_04_36_27_931.jpg, Y:\final\IMG\right_2026_04_25_04_36_27_931.jpg, 0, 1, 0, 14.07601
Y:\final\IMG\center_2026_04_25_04_36_28_037.jpg, Y:\final\IMG\left_2026_04_25_04_36_28_037.jpg, Y:\final\IMG\right_2026_04_25_04_36_28_037.jpg, 0, 1, 0, 15.20083
Y:\final\IMG\center_2026_04_25_04_36_28_140.jpg, Y:\final\IMG\left_2026_04_25_04_36_28_140.jpg, Y:\final\IMG\right_2026_04_25_04_36_28_140.jpg, -0.2303289, 1, 0, 16.47699
Y:\final\IMG\center_2026_04_25_04_36_28_246.jpg, Y:\final\IMG\left_2026_04_25_04_36_28_246.jpg, Y:\final\IMG\right_2026_04_25_04_36_28_246.jpg, -0.5480682, 1, 0, 17.26387
Y:\final\IMG\center_2026_04_25_04_36_28_351.jpg, Y:\final\IMG\left_2026_04_25_04_36_28_351.jpg, Y:\final\IMG\right_2026_04_25_04_36_28_351.jpg, -0.2552568, 1, 0, 18.42448
Y:\final\IMG\center_2026_04_25_04_36_28_458.jpg, Y:\final\IMG\left_2026_04_25_04_36_28_458.jpg, Y:\final\IMG\right_2026_04_25_04_36_28_458.jpg, 0, 1, 0, 19.295
Y:\final\IMG\center_2026_04_25_04_36_28_563.jpg, Y:\final\IMG\left_2026_04_25_04_36_28_563.jpg, Y:\final\IMG\right_2026_04_25_04_36_28_563.jpg, 0, 1, 0, 20.52711
Y:\final\IMG\center_2026_04_25_04_36_28_666.jpg, Y:\final\IMG\left_2026_04_25_04_36_28_666.jpg, Y:\final\IMG\right_2026_04_25_04_36_28_666.jpg, -0.0950265, 1, 0, 21.60323
Y:\final\IMG\center_2026_04_25_04_36_28_772.jpg, Y:\final\IMG\left_2026_04_25_04_36_28_772.jpg, Y:\final\IMG\right_2026_04_25_04_36_28_772.jpg, -0.385011, 1, 0, 22.48077
Y:\final\IMG\center_2026_04_25_04_36_28_878.jpg, Y:\final\IMG\left_2026_04_25_04_36_28_878.jpg, Y:\final\IMG\right_2026_04_25_04_36_28_878.jpg, -0.1438659, 1, 0, 23.46153
Y:\final\IMG\center_2026_04_25_04_36_28_979.jpg, Y:\final\IMG\left_2026_04_25_04_36_28_979.jpg, Y:\final\IMG\right_2026_04_25_04_36_28_979.jpg, 0, 1, 0, 24.4157
Y:\final\IMG\center_2026_04_25_04_36_29_088.jpg, Y:\final\IMG\left_2026_04_25_04_36_29_088.jpg, Y:\final\IMG\right_2026_04_25_04_36_29_088.jpg, -0.094569, 1, 0, 25.56773
Y:\final\IMG\center_2026_04_25_04_36_29_194.jpg, Y:\final\IMG\left_2026_04_25_04_36_29_194.jpg, Y:\final\IMG\right_2026_04_25_04_36_29_194.jpg, -0.3738717, 1, 0, 26.44934
Y:\final\IMG\center_2026_04_25_04_36_29_301.jpg, Y:\final\IMG\left_2026_04_25_04_36_29_301.jpg, Y:\final\IMG\right_2026_04_25_04_36_29_301.jpg, -0.5582739, 1, 0, 27.31499
Y:\final\IMG\center_2026_04_25_04_36_29_409.jpg, Y:\final\IMG\left_2026_04_25_04_36_29_409.jpg, Y:\final\IMG\right_2026_04_25_04_36_29_409.jpg, -0.2597121, 1, 0, 28.24025
Y:\final\IMG\center_2026_04_25_04_36_29_517.jpg, Y:\final\IMG\left_2026_04_25_04_36_29_517.jpg, Y:\final\IMG\right_2026_04_25_04_36_29_517.jpg, 0, 1, 0, 29.15647
Y:\final\IMG\center_2026_04_25_04_36_29_622.jpg, Y:\final\IMG\left_2026_04_25_04_36_29_622.jpg, Y:\final\IMG\right_2026_04_25_04_36_29_622.jpg, 0, 1, 0, 30.18548
Y:\final\IMG\center_2026_04_25_04_36_29_723.jpg, Y:\final\IMG\left_2026_04_25_04_36_29_723.jpg, Y:\final\IMG\right_2026_04_25_04_36_29_723.jpg, 0, 1, 0, 30.19028
Y:\final\IMG\center_2026_04_25_04_36_29_827.jpg, Y:\final\IMG\left_2026_04_25_04_36_29_827.jpg, Y:\final\IMG\right_2026_04_25_04_36_29_827.jpg, 0, 1, 0, 30.18939
Y:\final\IMG\center_2026_04_25_04_36_29_934.jpg, Y:\final\IMG\left_2026_04_25_04_36_29_934.jpg, Y:\final\IMG\right_2026_04_25_04_36_29_934.jpg, 0, 1, 0, 30.19031
Y:\final\IMG\center_2026_04_25_04_36_30_035.jpg, Y:\final\IMG\left_2026_04_25_04_36_30_035.jpg, Y:\final\IMG\right_2026_04_25_04_36_30_035.jpg, 0, 1, 0, 30.19027
Y:\final\IMG\center_2026_04_25_04_36_30_136.jpg, Y:\final\IMG\left_2026_04_25_04_36_30_136.jpg, Y:\final\IMG\right_2026_04_25_04_36_30_136.jpg, -0.0752409, 1, 0, 30.18889
Y:\final\IMG\center_2026_04_25_04_36_30_237.jpg, Y:\final\IMG\left_2026_04_25_04_36_30_237.jpg, Y:\final\IMG\right_2026_04_25_04_36_30_237.jpg, -0.3784515, 1, 0, 30.15902
Y:\final\IMG\center_2026_04_25_04_36_30_339.jpg, Y:\final\IMG\left_2026_04_25_04_36_30_339.jpg, Y:\final\IMG\right_2026_04_25_04_36_30_339.jpg, -0.0805269, 1, 0, 30.19137
Y:\final\IMG\center_2026_04_25_04_36_30_442.jpg, Y:\final\IMG\left_2026_04_25_04_36_30_442.jpg, Y:\final\IMG\right_2026_04_25_04_36_30_442.jpg, 0, 1, 0, 30.18989
Y:\final\IMG\center_2026_04_25_04_36_30_547.jpg, Y:\final\IMG\left_2026_04_25_04_36_30_547.jpg, Y:\final\IMG\right_2026_04_25_04_36_30_547.jpg, 0, 1, 0, 30.19036
Y:\final\IMG\center_2026_04_25_04_36_30_655.jpg, Y:\final\IMG\left_2026_04_25_04_36_30_655.jpg, Y:\final\IMG\right_2026_04_25_04_36_30_655.jpg, -0.2108778, 1, 0, 30.17975
Y:\final\IMG\center_2026_04_25_04_36_30_757.jpg, Y:\final\IMG\left_2026_04_25_04_36_30_757.jpg, Y:\final\IMG\right_2026_04_25_04_36_30_757.jpg, -0.1510947, 1, 0, 30.19048
Y:\final\IMG\center_2026_04_25_04_36_30_864.jpg, Y:\final\IMG\left_2026_04_25_04_36_30_864.jpg, Y:\final\IMG\right_2026_04_25_04_36_30_864.jpg, 0, 1, 0, 30.1897
Y:\final\IMG\center_2026_04_25_04_36_30_970.jpg, Y:\final\IMG\left_2026_04_25_04_36_30_970.jpg, Y:\final\IMG\right_2026_04_25_04_36_30_970.jpg, 0, 1, 0, 30.19023
Y:\final\IMG\center_2026_04_25_04_36_31_070.jpg, Y:\final\IMG\left_2026_04_25_04_36_31_070.jpg, Y:\final\IMG\right_2026_04_25_04_36_31_070.jpg, 0, 1, 0, 30.18989
Y:\final\IMG\center_2026_04_25_04_36_31_171.jpg, Y:\final\IMG\left_2026_04_25_04_36_31_171.jpg, Y:\final\IMG\right_2026_04_25_04_36_31_171.jpg, 0, 1, 0, 30.19028
Y:\final\IMG\center_2026_04_25_04_36_31_276.jpg, Y:\final\IMG\left_2026_04_25_04_36_31_276.jpg, Y:\final\IMG\right_2026_04_25_04_36_31_276.jpg, 0, 1, 0, 30.1898
Y:\final\IMG\center_2026_04_25_04_36_31_382.jpg, Y:\final\IMG\left_2026_04_25_04_36_31_382.jpg, Y:\final\IMG\right_2026_04_25_04_36_31_382.jpg, -0.161712, 1, 0, 30.18337
Y:\final\IMG\center_2026_04_25_04_36_31_487.jpg, Y:\final\IMG\left_2026_04_25_04_36_31_487.jpg, Y:\final\IMG\right_2026_04_25_04_36_31_487.jpg, -0.3803445, 1, 0, 30.16175
Y:\final\IMG\center_2026_04_25_04_36_31_594.jpg, Y:\final\IMG\left_2026_04_25_04_36_31_594.jpg, Y:\final\IMG\right_2026_04_25_04_36_31_594.jpg, -0.08277422, 1, 0, 30.19151
Y:\final\IMG\center_2026_04_25_04_36_31_696.jpg, Y:\final\IMG\left_2026_04_25_04_36_31_696.jpg, Y:\final\IMG\right_2026_04_25_04_36_31_696.jpg, 0, 1, 0, 30.18954
Y:\final\IMG\center_2026_04_25_04_36_31_801.jpg, Y:\final\IMG\left_2026_04_25_04_36_31_801.jpg, Y:\final\IMG\right_2026_04_25_04_36_31_801.jpg, -0.3409386, 1, 0, 30.16826
Y:\final\IMG\center_2026_04_25_04_36_31_908.jpg, Y:\final\IMG\left_2026_04_25_04_36_31_908.jpg, Y:\final\IMG\right_2026_04_25_04_36_31_908.jpg, -0.02199748, 1, 0, 30.19011
Y:\final\IMG\center_2026_04_25_04_36_32_013.jpg, Y:\final\IMG\left_2026_04_25_04_36_32_013.jpg, Y:\final\IMG\right_2026_04_25_04_36_32_013.jpg, 0, 1, 0, 30.18989
Y:\final\IMG\center_2026_04_25_04_36_32_124.jpg, Y:\final\IMG\left_2026_04_25_04_36_32_124.jpg, Y:\final\IMG\right_2026_04_25_04_36_32_124.jpg, 0, 1, 0, 30.19033
Y:\final\IMG\center_2026_04_25_04_36_32_231.jpg, Y:\final\IMG\left_2026_04_25_04_36_32_231.jpg, Y:\final\IMG\right_2026_04_25_04_36_32_231.jpg, 0, 1, 0, 30.19029
Y:\final\IMG\center_2026_04_25_04_36_32_337.jpg, Y:\final\IMG\left_2026_04_25_04_36_32_337.jpg, Y:\final\IMG\right_2026_04_25_04_36_32_337.jpg, 0, 1, 0, 30.19022
Y:\final\IMG\center_2026_04_25_04_36_32_446.jpg, Y:\final\IMG\left_2026_04_25_04_36_32_446.jpg, Y:\final\IMG\right_2026_04_25_04_36_32_446.jpg, 0, 1, 0, 30.19023
Y:\final\IMG\center_2026_04_25_04_36_32_549.jpg, Y:\final\IMG\left_2026_04_25_04_36_32_549.jpg, Y:\final\IMG\right_2026_04_25_04_36_32_549.jpg, 0, 1, 0, 30.19019
Y:\final\IMG\center_2026_04_25_04_36_32_650.jpg, Y:\final\IMG\left_2026_04_25_04_36_32_650.jpg, Y:\final\IMG\right_2026_04_25_04_36_32_650.jpg, 0, 1, 0, 30.19025
Y:\final\IMG\center_2026_04_25_04_36_32_752.jpg, Y:\final\IMG\left_2026_04_25_04_36_32_752.jpg, Y:\final\IMG\right_2026_04_25_04_36_32_752.jpg, -0.2746839, 1, 0, 30.17193
Y:\final\IMG\center_2026_04_25_04_36_32_856.jpg, Y:\final\IMG\left_2026_04_25_04_36_32_856.jpg, Y:\final\IMG\right_2026_04_25_04_36_32_856.jpg, -0.5823648, 1, 0, 30.13048
Y:\final\IMG\center_2026_04_25_04_36_32_963.jpg, Y:\final\IMG\left_2026_04_25_04_36_32_963.jpg, Y:\final\IMG\right_2026_04_25_04_36_32_963.jpg, -0.228855, 1, 0, 30.19361
Y:\final\IMG\center_2026_04_25_04_36_33_067.jpg, Y:\final\IMG\left_2026_04_25_04_36_33_067.jpg, Y:\final\IMG\right_2026_04_25_04_36_33_067.jpg, 0, 1, 0, 30.18626
Y:\final\IMG\center_2026_04_25_04_36_33_176.jpg, Y:\final\IMG\left_2026_04_25_04_36_33_176.jpg, Y:\final\IMG\right_2026_04_25_04_36_33_176.jpg, 0, 1, 0, 30.1895
Y:\final\IMG\center_2026_04_25_04_36_33_276.jpg, Y:\final\IMG\left_2026_04_25_04_36_33_276.jpg, Y:\final\IMG\right_2026_04_25_04_36_33_276.jpg, 0, 1, 0, 30.18986
Y:\final\IMG\center_2026_04_25_04_36_33_384.jpg, Y:\final\IMG\left_2026_04_25_04_36_33_384.jpg, Y:\final\IMG\right_2026_04_25_04_36_33_384.jpg, 0, 1, 0, 30.18986
Y:\final\IMG\center_2026_04_25_04_36_33_490.jpg, Y:\final\IMG\left_2026_04_25_04_36_33_490.jpg, Y:\final\IMG\right_2026_04_25_04_36_33_490.jpg, 0, 1, 0, 30.18977
Y:\final\IMG\center_2026_04_25_04_36_33_599.jpg, Y:\final\IMG\left_2026_04_25_04_36_33_599.jpg, Y:\final\IMG\right_2026_04_25_04_36_33_599.jpg, 0, 1, 0, 30.18978
Y:\final\IMG\center_2026_04_25_04_36_33_706.jpg, Y:\final\IMG\left_2026_04_25_04_36_33_706.jpg, Y:\final\IMG\right_2026_04_25_04_36_33_706.jpg, 0, 1, 0, 30.19019
Y:\final\IMG\center_2026_04_25_04_36_33_816.jpg, Y:\final\IMG\left_2026_04_25_04_36_33_816.jpg, Y:\final\IMG\right_2026_04_25_04_36_33_816.jpg, 0.0693948, 1, 0, 30.18912
Y:\final\IMG\center_2026_04_25_04_36_33_916.jpg, Y:\final\IMG\left_2026_04_25_04_36_33_916.jpg, Y:\final\IMG\right_2026_04_25_04_36_33_916.jpg, 0.1268271, 1, 0, 30.19052
Y:\final\IMG\center_2026_04_25_04_36_34_017.jpg, Y:\final\IMG\left_2026_04_25_04_36_34_017.jpg, Y:\final\IMG\right_2026_04_25_04_36_34_017.jpg, 0, 1, 0, 30.19007
Y:\final\IMG\center_2026_04_25_04_36_34_125.jpg, Y:\final\IMG\left_2026_04_25_04_36_34_125.jpg, Y:\final\IMG\right_2026_04_25_04_36_34_125.jpg, 0, 1, 0, 30.19039
Y:\final\IMG\center_2026_04_25_04_36_34_235.jpg, Y:\final\IMG\left_2026_04_25_04_36_34_235.jpg, Y:\final\IMG\right_2026_04_25_04_36_34_235.jpg, 0, 1, 0, 30.19042
Y:\final\IMG\center_2026_04_25_04_36_34_340.jpg, Y:\final\IMG\left_2026_04_25_04_36_34_340.jpg, Y:\final\IMG\right_2026_04_25_04_36_34_340.jpg, -0.2287011, 1, 0, 30.17573
Y:\final\IMG\center_2026_04_25_04_36_34_441.jpg, Y:\final\IMG\left_2026_04_25_04_36_34_441.jpg, Y:\final\IMG\right_2026_04_25_04_36_34_441.jpg, -0.2826066, 1, 0, 30.18084
Y:\final\IMG\center_2026_04_25_04_36_34_545.jpg, Y:\final\IMG\left_2026_04_25_04_36_34_545.jpg, Y:\final\IMG\right_2026_04_25_04_36_34_545.jpg, 0, 1, 0, 30.18766
Y:\final\IMG\center_2026_04_25_04_36_34_649.jpg, Y:\final\IMG\left_2026_04_25_04_36_34_649.jpg, Y:\final\IMG\right_2026_04_25_04_36_34_649.jpg, 0, 1, 0, 30.19026
Y:\final\IMG\center_2026_04_25_04_36_34_751.jpg, Y:\final\IMG\left_2026_04_25_04_36_34_751.jpg, Y:\final\IMG\right_2026_04_25_04_36_34_751.jpg, 0, 1, 0, 30.19032
Y:\final\IMG\center_2026_04_25_04_36_34_857.jpg, Y:\final\IMG\left_2026_04_25_04_36_34_857.jpg, Y:\final\IMG\right_2026_04_25_04_36_34_857.jpg, 0, 1, 0, 30.19112
Y:\final\IMG\center_2026_04_25_04_36_34_961.jpg, Y:\final\IMG\left_2026_04_25_04_36_34_961.jpg, Y:\final\IMG\right_2026_04_25_04_36_34_961.jpg, 0, 1, 0, 30.19049
Y:\final\IMG\center_2026_04_25_04_36_35_075.jpg, Y:\final\IMG\left_2026_04_25_04_36_35_075.jpg, Y:\final\IMG\right_2026_04_25_04_36_35_075.jpg, 0, 1, 0, 30.19045
Y:\final\IMG\center_2026_04_25_04_36_35_180.jpg, Y:\final\IMG\left_2026_04_25_04_36_35_180.jpg, Y:\final\IMG\right_2026_04_25_04_36_35_180.jpg, 0, 1, 0, 30.19047
Y:\final\IMG\center_2026_04_25_04_36_35_283.jpg, Y:\final\IMG\left_2026_04_25_04_36_35_283.jpg, Y:\final\IMG\right_2026_04_25_04_36_35_283.jpg, 0, 1, 0, 30.19047
Y:\final\IMG\center_2026_04_25_04_36_35_386.jpg, Y:\final\IMG\left_2026_04_25_04_36_35_386.jpg, Y:\final\IMG\right_2026_04_25_04_36_35_386.jpg, -0.221406, 1, 0, 30.17741
Y:\final\IMG\center_2026_04_25_04_36_35_494.jpg, Y:\final\IMG\left_2026_04_25_04_36_35_494.jpg, Y:\final\IMG\right_2026_04_25_04_36_35_494.jpg, -0.1206228, 1, 0, 30.19072
Y:\final\IMG\center_2026_04_25_04_36_35_602.jpg, Y:\final\IMG\left_2026_04_25_04_36_35_602.jpg, Y:\final\IMG\right_2026_04_25_04_36_35_602.jpg, 0, 1, 0, 30.1904
Y:\final\IMG\center_2026_04_25_04_36_35_716.jpg, Y:\final\IMG\left_2026_04_25_04_36_35_716.jpg, Y:\final\IMG\right_2026_04_25_04_36_35_716.jpg, 0, 1, 0, 30.19055
Y:\final\IMG\center_2026_04_25_04_36_35_822.jpg, Y:\final\IMG\left_2026_04_25_04_36_35_822.jpg, Y:\final\IMG\right_2026_04_25_04_36_35_822.jpg, 0, 1, 0, 30.19123
Y:\final\IMG\center_2026_04_25_04_36_35_929.jpg, Y:\final\IMG\left_2026_04_25_04_36_35_929.jpg, Y:\final\IMG\right_2026_04_25_04_36_35_929.jpg, 0, 1, 0, 30.19078
Y:\final\IMG\center_2026_04_25_04_36_36_042.jpg, Y:\final\IMG\left_2026_04_25_04_36_36_042.jpg, Y:\final\IMG\right_2026_04_25_04_36_36_042.jpg, -0.2114841, 1, 0, 30.17854
Y:\final\IMG\center_2026_04_25_04_36_36_150.jpg, Y:\final\IMG\left_2026_04_25_04_36_36_150.jpg, Y:\final\IMG\right_2026_04_25_04_36_36_150.jpg, -0.5393352, 1, 0, 30.13644
Y:\final\IMG\center_2026_04_25_04_36_36_256.jpg, Y:\final\IMG\left_2026_04_25_04_36_36_256.jpg, Y:\final\IMG\right_2026_04_25_04_36_36_256.jpg, -0.2644455, 1, 0, 30.19088
Y:\final\IMG\center_2026_04_25_04_36_36_363.jpg, Y:\final\IMG\left_2026_04_25_04_36_36_363.jpg, Y:\final\IMG\right_2026_04_25_04_36_36_363.jpg, 0, 1, 0, 30.18768
Y:\final\IMG\center_2026_04_25_04_36_36_464.jpg, Y:\final\IMG\left_2026_04_25_04_36_36_464.jpg, Y:\final\IMG\right_2026_04_25_04_36_36_464.jpg, 0, 1, 0, 30.18971
Y:\final\IMG\center_2026_04_25_04_36_36_569.jpg, Y:\final\IMG\left_2026_04_25_04_36_36_569.jpg, Y:\final\IMG\right_2026_04_25_04_36_36_569.jpg, 0, 1, 0, 30.18897
Y:\final\IMG\center_2026_04_25_04_36_36_671.jpg, Y:\final\IMG\left_2026_04_25_04_36_36_671.jpg, Y:\final\IMG\right_2026_04_25_04_36_36_671.jpg, 0, 1, 0, 30.1904
Y:\final\IMG\center_2026_04_25_04_36_36_784.jpg, Y:\final\IMG\left_2026_04_25_04_36_36_784.jpg, Y:\final\IMG\right_2026_04_25_04_36_36_784.jpg, 0, 1, 0, 30.18868
Y:\final\IMG\center_2026_04_25_04_36_36_893.jpg, Y:\final\IMG\left_2026_04_25_04_36_36_893.jpg, Y:\final\IMG\right_2026_04_25_04_36_36_893.jpg, 0, 1, 0, 30.19053
Y:\final\IMG\center_2026_04_25_04_36_37_002.jpg, Y:\final\IMG\left_2026_04_25_04_36_37_002.jpg, Y:\final\IMG\right_2026_04_25_04_36_37_002.jpg, 0, 1, 0, 30.19034
Y:\final\IMG\center_2026_04_25_04_36_37_116.jpg, Y:\final\IMG\left_2026_04_25_04_36_37_116.jpg, Y:\final\IMG\right_2026_04_25_04_36_37_116.jpg, 0, 1, 0, 30.19036
Y:\final\IMG\center_2026_04_25_04_36_37_221.jpg, Y:\final\IMG\left_2026_04_25_04_36_37_221.jpg, Y:\final\IMG\right_2026_04_25_04_36_37_221.jpg, 0, 1, 0, 30.19035
Y:\final\IMG\center_2026_04_25_04_36_37_322.jpg, Y:\final\IMG\left_2026_04_25_04_36_37_322.jpg, Y:\final\IMG\right_2026_04_25_04_36_37_322.jpg, -0.0530106, 1, 0, 30.1896
Y:\final\IMG\center_2026_04_25_04_36_37_431.jpg, Y:\final\IMG\left_2026_04_25_04_36_37_431.jpg, Y:\final\IMG\right_2026_04_25_04_36_37_431.jpg, -0.04198231, 1, 0, 30.19059
Y:\final\IMG\center_2026_04_25_04_36_37_533.jpg, Y:\final\IMG\left_2026_04_25_04_36_37_533.jpg, Y:\final\IMG\right_2026_04_25_04_36_37_533.jpg, 0, 1, 0, 30.19021
Y:\final\IMG\center_2026_04_25_04_36_37_637.jpg, Y:\final\IMG\left_2026_04_25_04_36_37_637.jpg, Y:\final\IMG\right_2026_04_25_04_36_37_637.jpg, 0, 1, 0, 30.18943
Y:\final\IMG\center_2026_04_25_04_36_37_745.jpg, Y:\final\IMG\left_2026_04_25_04_36_37_745.jpg, Y:\final\IMG\right_2026_04_25_04_36_37_745.jpg, -0.08002619, 1, 0, 30.18834
Y:\final\IMG\center_2026_04_25_04_36_37_855.jpg, Y:\final\IMG\left_2026_04_25_04_36_37_855.jpg, Y:\final\IMG\right_2026_04_25_04_36_37_855.jpg, -0.3674451, 1, 0, 30.15964
Y:\final\IMG\center_2026_04_25_04_36_37_961.jpg, Y:\final\IMG\left_2026_04_25_04_36_37_961.jpg, Y:\final\IMG\right_2026_04_25_04_36_37_961.jpg, -0.008432698, 1, 0, 30.18927
Y:\final\IMG\center_2026_04_25_04_36_38_072.jpg, Y:\final\IMG\left_2026_04_25_04_36_38_072.jpg, Y:\final\IMG\right_2026_04_25_04_36_38_072.jpg, 0, 1, 0, 30.18995
Y:\final\IMG\center_2026_04_25_04_36_38_182.jpg, Y:\final\IMG\left_2026_04_25_04_36_38_182.jpg, Y:\final\IMG\right_2026_04_25_04_36_38_182.jpg, 0, 1, 0, 30.19028
Y:\final\IMG\center_2026_04_25_04_36_38_289.jpg, Y:\final\IMG\left_2026_04_25_04_36_38_289.jpg, Y:\final\IMG\right_2026_04_25_04_36_38_289.jpg, 0, 1, 0, 30.19032
Y:\final\IMG\center_2026_04_25_04_36_38_397.jpg, Y:\final\IMG\left_2026_04_25_04_36_38_397.jpg, Y:\final\IMG\right_2026_04_25_04_36_38_397.jpg, 0, 1, 0, 30.19029
Y:\final\IMG\center_2026_04_25_04_36_38_498.jpg, Y:\final\IMG\left_2026_04_25_04_36_38_498.jpg, Y:\final\IMG\right_2026_04_25_04_36_38_498.jpg, 0, 1, 0, 30.19031
Y:\final\IMG\center_2026_04_25_04_36_38_611.jpg, Y:\final\IMG\left_2026_04_25_04_36_38_611.jpg, Y:\final\IMG\right_2026_04_25_04_36_38_611.jpg, -0.3386409, 1, 0, 30.16441
Y:\final\IMG\center_2026_04_25_04_36_38_724.jpg, Y:\final\IMG\left_2026_04_25_04_36_38_724.jpg, Y:\final\IMG\right_2026_04_25_04_36_38_724.jpg, 0, 1, 0, 30.18751
Y:\final\IMG\center_2026_04_25_04_36_38_832.jpg, Y:\final\IMG\left_2026_04_25_04_36_38_832.jpg, Y:\final\IMG\right_2026_04_25_04_36_38_832.jpg, 0, 1, 0, 30.19032
Y:\final\IMG\center_2026_04_25_04_36_38_942.jpg, Y:\final\IMG\left_2026_04_25_04_36_38_942.jpg, Y:\final\IMG\right_2026_04_25_04_36_38_942.jpg, 0, 1, 0, 30.18939
